"2060","9N566000000000049"
"2070","9N571000000000049"
"2080","9N576000000000049"
"2090","9N581161300000011"
"2100","9N581161400000049"
"2110","9N586000000000049"
"2120","9N591161300000011"
"2130","9N591161400000049"
"2140","9N596000000000049"
"2150","9N601161300000011"
"2160","9N601161400000049"
"2170","9N606000000000049"
"2180","9N611161300000011"
"2190","9N611161400000049"
"2200","9N616000000000049"
"2210","9N621161300000011"
"2220","9N621161400000049"
"2230","9N626000000000049"
"2240","9N631161300000011"
"2250","9N631161400000049"
"2260","9N636000000000049"
"2270","9N641000000000049"
"2280","9N646000000000049"
"2290","9N701000000000011"
"2300","9N701167000000049"
"2310","9N701167100000049"
"2320","9N706000000000011"
"2330","9N706167000000049"
"2340","9N706167100000049"
"2350","9N711000000000011"
"2360","9N711167000000049"
"2370","9N711167100000049"
"2380","9N716000000000011"
"2390","9N721000000000011"
"2400","9N726000000000011"
"2410","9N731000000000011"
"2420","9N736000000000011"
"2430","9N741000000000011"
"2440","9N746000000000011"
"2450","9N751000000000011"
"2460","9N756000000000011"
"2470","9N761000000000011"
"2480","9N766000000000011"
"2490","9N771000000000011"
"2500","9N776000000000011"
"2510","9N781000000000011"
"2520","9N786000000000011"
"2530","9N791000000000011"
"2540","9N796000000000011"
"2550","9N801000000000011"
"2560","9N806000000000011"
"2570","9N811000000000011"
"2580","9N816000000000011"
"2590","9N821000000000011"
"2600","9N826000000000011"
"2610","9N831000000000011"
"2620","9N836000000000011"
"2630","9N841000000000011"
"2640","9N846000000000011"
"2650","9N851000000000011"
"2660","9N856000000000011"
"2670","9N861000000000011"
"2680","9N866000000000001"
"2690","9N871000000000011"
"2700","9N876000000000011"
"2710","9N881000000000011"
"2720","9N886000000000011"
"2730","9N891000000000011"
"2740","9N896000000000011"
"2750","9N901000000000011"
"2760","9N906000000000011"
"2770","9N911000000000011"
"2780","9N916000000000011"
"2790","9N921000000000011"
"2800","9N926000000000011"
"2810","9N931000000000011"
