"10","9N001000000000001"
"20","9N006000000000001"
"30","9N011000000000001"
"40","9N021000000000001"
"50","9N016160100000001"
"60","9N016160200000001"
"70","9N016160300000001"
"80","9N026000000000002"
"90","9N051000000000049"
"100","9N056000000000011"
"110","9N056160400000049"
"120","9N061000000000011"
"130","9N061160800000049"
"140","9N066000000000011"
"150","9N066160800000049"
"160","9N071000000000049"
"170","9N076000000000049"
"180","9N081000000000049"
"190","9N086000000000049"
"200","9N091000000000001"
"210","9A755000000000001"
"220","9A752000000000001"
"230","9A751000000000001"
"240","9A765000000000001"
"250","9A762000000000001"
"260","9A761000000000001"
"270","9N121000000000001"
"280","9N141000000000011"
"290","3F050000002327101"
"300","3F050000002327201"
"310","3F050000002399901"
"320","3F015000002327101"
"330","3F015000002327201"
"340","3F015000002399901"
"350","3F070000002327101"
"360","3F070000002327201"
"370","3F070000002399901"
"380","3F077000002327101"
"390","3F077000002327201"
"400","3F077000002399901"
"410","3J010000002327101"
"420","3J010000002399901"
"430","3B035000002327201"
"440","3B035000002399901"
"450","3B045000002327201"
"460","3B045000002399901"
"470","3B090000002327101"
"480","3B090000002399901"
"490","3B070000002327101"
"500","3B070000002399901"
"510","3C015000002327101"
"520","3C015000002399901"
"530","3C020000002327101"
"540","3C020000002399901"
"550","3A010000002327101"
"560","3A010000002399901"
"570","3A015000002327101"
"580","3A015000002399901"
"590","3A016000002327102"
"600","5C095000002302301"
"610","5C095000002399901"
"620","3D010000001926101"
"630","3D010000002227101"
"640","3D010000001927201"
"650","3D010000001999901"
"660","3D010129901926101"
"670","3D010129902227101"
"680","3D010129901927201"
"690","3D010129901999901"
"700","3D045000001906202"
"710","3D045000001920402"
"720","3D045000001927102"
"730","3D045000001999902"
"740","1A020000000191111"
"750","1A020000000190111"
"760","1A010000000191111"
"770","1A010000000190111"
"780","1A100000000191111"
"790","1A100000000190111"
"800","1A105160700166211"
"810","1A105160800166249"
"820","1A030000000190301"
"830","1A030000000199901"
"840","2A040000001930102"
"850","2A030000001930101"
"860","2A020000001930101"
"870","2A020161001930149"
"880","2A060000001930101"
"890","2A070000001930101"
"900","2A080000001930101"
"910","2A010000001930101"
"920","2A050000001930101"
"930","9A110160700000011"
"940","9A110160800000049"
"950","9A110161000000049"
"960","9N201000000000011"
"970","9N206160700000011"
"980","9N206160800000049"
"990","9N211161100000049"
"1000","9N211161200000049"
"1010","9N216000000000011"
"1020","9N221160700000011"
"1030","9N221160800000049"
"1040","9N226161100000049"
"1050","9N226161200000049"
"1060","6A010160706170411"
"1070","6A010160806170449"
"1080","6A205000006171711"
"1090","6A205165606171711"
"1100","7A010000006143311"
"1110","9N251000000000011"
"1120","9N251160700000011"
"1130","9N251160800000049"
"1140","9N251161100000049"
"1150","9N251161200000049"
"1160","9N256160700000011"
"1170","9N256160800000049"
"1180","9N256161100000049"
"1190","9N256161200000049"
"1200","9N261160700000011"
"1210","9N261160800000049"
"1220","9N261161100000049"
"1230","9N261161200000049"
"1240","9N266160700000011"
"1250","9N266160800000049"
"1260","3B339000002399811"
"1270","9F130160700000011"
"1280","9F130160800000049"
"1290","9N271160700000011"
"1300","9N271160800000049"
"1310","9N276160700000011"
"1320","9N276160800000049"
"1330","9N281160700000011"
"1340","9N281160800000049"
"1350","9F140160700000011"
"1360","9F140160800000049"
"1370","9N291160700000011"
"1380","9N291160800000049"
"1390","9N296160700000011"
"1400","9N296160800000049"
"1410","7A021165008543311"
"1420","7A021165108543311"
"1430","7A022000008543311"
"1440","9Z771160700000011"
"1450","9Z771160800000049"
"1460","9Z770160700000011"
"1470","9Z770160800000049"
"1480","1B030000001599811"
"1490","5D305000002399811"
"1500","9C310000000000001"
"1510","9C320000000000001"
"1520","9C330000000000002"
"1530","9C380000000000002"
"1540","9E160162100000001"
"1550","9E160162560000001"
"1560","9E160162200000001"
"1570","9E160162600000001"
"1580","9D100163100000011"
"1590","9D100163200000011"
"1600","9D100163500000011"
"1610","9D100163600000011"
"1660","9D100164000000011"
"1670","9D100160900000049"
"1680","9E100166000000011"
"1690","9E100166100000011"
"1700","9E100166200000011"
"1710","9E100166300000011"
"1720","9E100160900000049"
"1730","9E100161000000049"
"1740","9E105162100000001"
"1750","9E105162200000001"
"1760","5C070000002306201"
"1770","5C070000002306301"
"1780","5C070000002399901"
"1790","5H010000001910111"
"1800","5H010000001999911"
"1810","5H020000001910111"
"1820","5H020000001999911"
"1830","5E071000002399811"
"1840","5F016141002399811"
"1850","5F360149502399811"
"1860","5F360149702399811"
"1870","5F360150002399811"
"1880","5F360145002399811"
"1890","9N401000000000011"
"1900","9N406000000000049"
"1910","9N411000000000049"
"1920","9N416000000000049"
"1930","9N501000000000011"
"1940","9N506000000000011"
"1950","9N511000000000049"
"1960","9N516000000000049"
"1970","9N521000000000049"
"1980","9N526000000000049"
"1990","9N531000000000049"
"2000","9N536000000000049"
"2010","9N541000000000049"
"2020","9N546000000000049"
"2030","9N551000000000049"
"2040","9N556000000000011"
"2050","9N561000000000011"
