"9999","1","9N001000000000001"
"9999","2","9N006000000000001"
"9999","3","9N011000000000001"
"9999","4","9N021000000000001"
"9999","5","9N016160100000001"
"9999","6","9N016160200000001"
"9999","7","9N016160300000001"
"9999","8","9N056000000000011"
"9999","9","9N056160400000049"
"9999","10","9N061000000000011"
"9999","11","9N061160800000049"
"9999","12","9N066000000000011"
"9999","13","9N066160800000049"
"9999","14","9A755000000000001"
"9999","15","9A752000000000001"
"9999","16","9A751000000000001"
"9999","17","9A765000000000001"
"9999","18","9A762000000000001"
"9999","19","9A761000000000001"
"9999","20","9N141000000000011"
"9999","21","3F015000002327101"
"9999","22","3F015000002327201"
"9999","23","3F015000002399901"
"9999","24","3F070000002327101"
"9999","25","3F070000002327201"
"9999","26","3F070000002399901"
"9999","27","3F077000002327101"
"9999","28","3F077000002327201"
"9999","29","3F077000002399901"
"9999","30","3B035000002327201"
"9999","31","3B035000002399901"
"9999","32","3B045000002327201"
"9999","33","3B045000002399901"
"9999","34","3B090000002327101"
"9999","35","3B090000002399901"
"9999","36","3D010000001926101"
"9999","37","3D010000002227101"
"9999","38","3D010000001927201"
"9999","39","3D010000001999901"
"9999","40","3D010129901926101"
"9999","41","3D010129902227101"
"9999","42","3D010129901927201"
"9999","43","3D010129901999901"
"9999","44","3D045000001906202"
"9999","45","3D045000001920402"
"9999","46","3D045000001927102"
"9999","47","3D045000001999902"
"9999","48","1A020000000191111"
"9999","49","1A020000000190111"
"9999","50","1A010000000191111"
"9999","51","1A010000000190111"
"9999","52","9N501000000000011"
"9999","53","9N506000000000011"
"9999","54","9N511000000000049"
"9999","55","9N516000000000049"
"9999","56","9N701000000000011"
"9999","57","9N701167000000049"
"9999","58","9N701167100000049"
"9999","59","9N706000000000011"
"9999","60","9N706167000000049"
"9999","61","9N706167100000049"
"9999","62","9N711000000000011"
"9999","63","9N711167000000049"
"9999","64","9N711167100000049"
"9999","65","9N716000000000011"
"9999","66","9N721000000000011"
"9999","67","9N726000000000011"
"9999","68","9N731000000000011"
"9999","69","9N736000000000011"
"9999","70","9N741000000000011"
"9999","71","9N746000000000011"
"9999","72","9N751000000000011"
"9999","73","9N756000000000011"
"9999","74","9N761000000000011"
"9999","75","9N766000000000011"
"9999","76","9N771000000000011"
"9999","77","9N776000000000011"
"9999","78","9N781000000000011"
"9999","79","9N786000000000011"
"9999","80","9N791000000000011"
"9999","81","9N796000000000011"
"9999","82","9N801000000000011"
"9999","83","9N806000000000011"
"9999","84","3D046000001906202"
"9999","85","3D046000001920402"
"9999","86","3D046000001927102"
"9999","87","3D046000001999902"
"-1","84","3D046000001906202"
"-1","85","3D046000001920402"
"-1","86","3D046000001927102"
"-1","87","3D046000001999902"
"1","84","3D046000001906202"
"1","85","3D046000001920402"
"1","86","3D046000001927102"
"1","87","3D046000001999902"
"2","97","3D046000001906202"
"2","98","3D046000001920402"
"2","99","3D046000001927102"
"2","100","3D046000001999902"


